majorSeq,major,interest,property,공통과목,일반선택과목,진로선택과목
177,물리학과,"자연 현상에 대해 끊임없는 호기심과 열정을 가진 사람이면 좋습니다. 물리계의 운동을 이해할 수 있는 논리적인 사고와 수리력이 필요하며, 눈에 보이지 않는 세계를 이해할 수 있는 창의적인 사고, 주위 현상에 대한 관찰력을 갖춘 학생에게 유리하며, 다양한 분야를 잘하기보다, 흥미 있어 하는 특정한 분야를 깊게 파고드는 성향의 학생에게 적합합니다. ",물리학은 모든 자연 현상에서 나타나는 일들을 과학적으로 증명하고 법칙으로 설명할 수 있기 때문에 과학의 기본이라고 할 수 있습니다. 과학 기술의 혁신을 위하여 기초 과학과 응용 기술을 합치는 것이 중요해지면서 물리학의 중요성이 더욱 강조되고 있습니다. ,"과학, 수학, 교양, 정보, 영어","과학교과 : 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 지구과학Ⅰ<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>생활ㆍ교양교과 : 정보, 논리학, 철학, 논술","물리학Ⅱ, 융합과학, 과학사, 생활과 과학, 수학과제 탐구, 기하, 경영수학"
179,미국학과,미국 및 국제 사회의 사안에 대한 관심이 있고 영미 문화에 대한 흥미가 있다면 적합합니다. 기본적으로 영어에 대한 능력을 갖추고 있으면 유리하고 도전정신과 끈기가 있다면 유리합니다.,"미국학과는 국제화 시대의 필수 커뮤니케이션 수단인 영어를 중점으로 미국의 정치, 경제, 문화 등에 대해 공부함으로써 한미교류에 실질적 지식을 갖출 수 있도록 합니다. ","영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 제2외국어Ⅰ 과목, 철학, 논리학, 심리학, 종교학","여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목"
360,미디어영상학과,"공연 및 영상 예술에 관심이 많고 자유롭게 생각하고 자신의 생각이나 감정을 잘 표현할 줄 알며 신기술에 관심이 많은 학생에게 적합합니다. 영상매체를 잘 다룰 수 있어야 하며, 개성과 창의력, 미적 감각, 예술적 감수성이 요구됩니다. 또한 폭 넓은 시각을 갖기 위한 다양한 체험이 도움이 됩니다.","최근 첨단 영상 분야의 발달이 영화, 방송 등에 긴밀한 영향을 미치고 있어 영상 콘텐츠 표현 방법이 다양화되고 있습니다. 이러한 콘텐츠를 기획하는 창의적 인재를 육성하기 위해 현대 미학, 비평, 스토리텔링, 연출, 촬영, 편집, 디지털 효과 등을 교육과정으로 삼고 있습니다. 영상매체에 대한 대중의 관심은 앞으로도 지속될 것이므로 영상 분야는 향후 전망이 좋을 것으로 판단됩니다.","미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평"
181,미디어학과,"소통에 대한 중요성과을 알고 관심이 있으며 통찰력, 예술적 감각, 경영 능력에 대한 역량이 필요합니다. 또한 창의적 표현, 효율적 전달에 대한 관심이 요구됩니다. ","21세기는 신문, 방송, 인터넷, 모바일 등 다양한 매체가 융합하는 ‘미디어 빅뱅’의 시대로서 미디어 콘텐츠 시장은 매우 성장할 것으로 예상됩니다. 동시에 1인 미디어와 뉴미디어를 통해 자기의 생각과 콘텐츠를 전 세계와 소통할 수 있는 시대이기도 합니다. 급속히 팽창하는 미디어 콘텐츠 시장은 융합형 전문 인력을 필요로 합니다. 융합형 인재는 인간과 사회에 대한 통찰력, 창의적인 콘텐츠를 제작할 수 있는 예술적 감각과 기술력, 생산된 콘텐츠를 홍보하고 마케팅할 수 있는 비지니스 역량을 두루 갖춘 인재로 미디어콘텐츠학과는 미디어빅뱅 시대가 요구하는 융합형 인재를 양성하는 학과입니다. 인문학적 상상력, 사회과학적 분석력, 예술적 창조력과 경영능력을 고루 배양할 수 있는 교육과정을 통해 21세기 미디어와 콘텐츠 시장을 주도할 멀티 태스크 전문 인력을 배출하는 교육과정을 운영합니다. 주요 교육과정은 뉴미디어트렌드, 미디어경영, 미디어경제학, 미디어글쓰기, 미디어기호학, 미디어리터러시, 미디어마케팅세미나, 미디어문화산업정책론, 미디어문화연구, 미디어발달사, 미디어조사방법론, 미디어콘텐츠마케팅론, 미디어콘텐츠산업론 등이 있습니다. ","국어, 사회, 생활ㆍ교양","국어교과 : 화법과 작문, 독서, 언어와 매체, 문학<br>사회교과 : 세계사, 사회ㆍ문화, 생활과 윤리<br>생활ㆍ교양교과 : 교육학, 논리학, 심리학, 논술","실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구"
21010,미생물학과,"미생물학을 전공하기 위해서는 생명현상에 큰 관심을 가져야 하며, 보이지 않는 작은 생명체의 비밀을 탐구하려고 하는 의지가 있어야 합니다. 미생물의 모양과 생물학적 특성을 조사하고 탐구하기 위해서는 신중하고 세심해야 하는 동시에 관찰을 즐기고 자료를 잘 정리하는 습관이 필요합니다. ","지구상의 많은 종류의 미생물중에 지금까지 알려진 것은 1%에 불과하다고 합니다. 미생물은 인간의 생활과 많은 연관성이 있기 때문에 중요한 분야 중 하나이며, 아직도 개척해야 할 부분이 무궁무진하다고 볼 수 있습니다. ","과학, 윤리, 교양, 수학","과학교과 : 생명과학Ⅰ, 화학Ⅰ<br>사회교과 : 생활과 윤리, 사회문화, 윤리와 사상<br>교양교과 : 보건학, 환경, 철학, 생활과 창의성, 인문학적 감성과 역사 이해","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 고전과 윤리"
183,미술교육과,"예체능교육학과를 공부하기 위해서는 음악, 미술, 체육 등의 예체능 분야의 공부를 좋아해야 하며, 특별히 한 분야에서 크게 흥미를 느끼는 것이 좋습니다. 예체능 분야의 과목을 가르치는 교사가 될 가능성이 높으므로 아이들을 가르치는 일을 좋아하고, 창의력이 높으며, 새로운 것을 유심히 잘 관찰할 수 있는 능력이 필요합니다. ","예체능교육학과에서 공부하기 위해서는 예체능에 대한 전반적인 지식뿐만 아니라 음악, 체육, 미술 등 어느 한 분야에서 뛰어난 능력이 필요합니다. 앞으로 사람들의 여가 생활이 많아짐에 따라, 예체능 교육 분야의 전문가의 양성도 중요해질 것이라고 예상됩니다. ","미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평"
184,미술학과,"눈에 보이는 모든 결과물들, 혹은 현상들에 대해서 남들보다는 좀 더 관심을 갖고 의문점을 가지며 또 어떻게 저런 것이 만들어졌는가에 대한 생각을 하는 사람에게 맞습니다. 즉 독창적으로 생각하고 창의적으로 표현하는 것을 좋아하는 사람에게 적합합니다. 더불어 독창성과 창의성의 토대가 되는 기본 실기 능력이 중요합니다. 또, 오랜 연습을 견딜 수 있는 인내력 또한 요구됩니다.","미술학과는 다양한 전공 분야, 즉 한국화, 서양화, 조소 등을 배울 뿐만 아니라 실무에 응용할 수 있는 컴퓨터 그래픽, 광고론, 디자인 마케팅, 일러스트레이션을 배움으로써 미술 여러 분야의 진로를 탐색하여 자신에게 맞고 원하는 미술 분야로의 진출을 가능하게 합니다.","미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평"
195,반도체학과,"평소 컴퓨터나 전자제품의 작동원리와 부품구성, 새로운 제품이나 구현 기술 등에 관심이 많은 사람에게 유리합니다. 반도체 공학은 새로운 소재 개발이나 기존 제품의 성능을 개선하기 위한 연구개발과 실험을 하는 일이 많으므로 논리적인 사고 능력과 꼼꼼하고 차분한 성격의 학생에게 적합합니다. ","반도체는 각종 전자제품이 작동할 수 있도록 하는 핵심 부품으로 메모리 반도체와 비메모리(시스템) 반도체로 구분됩니다. 메모리 반도체는 RAM, ROM, Flash Memory 등이 있고, 비메모리 반도체는 CPU, GPU, MPU, AP, CMOS 등이 있습니다. 우리나라는 메모리 반도체 분야에서 전세계 시장 점유율 70% 이상차지하고 있고, 비메모리 반도체 분야는 투자를 확대하고 있어 반도체학과의 전망은 밝을 것으로 예상됩니다.","수학, 영어, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 영어권 문화, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
10012,방사선학과,"방사선학은 자연과학이 기초가 되므로 생물학, 물리학 등의 과목에 흥미를 가지며, 방사선을 이용하여 질병을 진단하고 치료를 하므로 기계장비 조작에 관심이 있는 학생이면 좋습니다. 병원현장에서 검사 과정에 응용하기 위해서는 세심한 주의력, 정확성, 침착함을 갖추는 것이 중요합니다.","방사선학은 치료방사선 분야에서 암 치료 등에 많이 활용되면서 의학기술의 발전과 함께 발전하고 있습니다. 방사선 촬영 및 투시, CT(컴퓨터단층촬영), MRI(자기공명영상), 초음파 등의 다양한 첨단장비를 이용한 진단방사선분야 또한 질병 진단에 꼭 필요한 기술로 자리 잡았습니다.","영어, 과학","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>교양교과 : 심리학","화학Ⅱ, 생명과학Ⅱ"
203,법학과,"법학을 전공하려면 사회 문제에 대한 많은 관심이 필요합니다. 법학은 사회의 문제를 해결하기 위한 학문이기 때문에 다양한 사회 현상에 대한 깊은 이해가 중요합니다. 법학은 실생활에 적용되는 성격이 강하므로 논리적이고 분석적인 사고력, 공정한 판단력, 자신의 주장을 정확하고 소신 있게 표현하는 능력을 가진 학생에게 적합한 분야입니다. ","사회가 복잡해지면서 사회 각 분야의 갈등이 늘어나고 있습니다. 법은 이를 해결하는 기준이라는 점에서 중요합니다. 따라서 법학 공부를 위해서는 경제학, 정치학, 행정학, 사회학 등 다양한 학문에 대한 학습이 필요합니다. 또, 세계화에 따라 최근 법학은 국제적인 사회 문제를 해결할 수 있는 전문가양성을 위한 세분화된 교육을 제공합니다. ","사회, 생활ㆍ교양","사회교과 : 세계사, 정치와 법, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 철학, 논리학, 심리학",사회문제 탐구
208,벤처창업학과,"팀을 만들어 역할을 분담하여 일하는 것을 좋아할수록 좋습니다. 새로운 분야에 대한 개척정신이 강해야 합니다. 급변하는 경영환경과 경영 패러다임의 변화 추이에 대한 이해, 경영 현상에 대한 분석능력, 경영 의사결정에 필요한 논리적이고 창의적인 사고능력, 전략적 감각 등의 능력이 요구되며 현대의 기업경영에서 필수적인 도전정신, 윤리의식과 사회적 책임 의식 등이 필요합니다.","벤처창업학과는 중소기업을 기반으로 한 국가경쟁력 확보에 대한 중요성이 높아지면서 개설된 학과입니다. 여기서는 경영학, 회계학의 일반적인 이론을 토대로 벤처ㆍ중소기업 경영에 필요한 차별적인 경영 이론과 경영 현장에서 필요한 실무 지식을 학습하여 중소기업의 경영 환경 및 기술 환경을 습득할 수 있도록 합니다. 경영학, 회계학 분야 이론을 토대로 벤처ㆍ중소기업 경영에 필요한 차별화된 경영 이론과 현장에서 필요한 실무 지식을 학습할 수 있습니다. 기존의 경영학이 전통적으로 관심을 두어 온 관리보다는 새로운 사업 기회의 창출, 새 시장의 개척, 상품의 전격적인 차별화, 창업 기업의 고속 성장 등 기업가적 경영에 교육의 초점을 맞추어 교육 프로그램을 제공하고 있습니다.","수학, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>사회교과 : 경제, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 실용 경제","실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구, 창의 경영, 지식 재산 일반"
210,보건관리학과,"여러 사람들을 만나 그들의 건강 상태를 살펴주어야 하므로 사람들을 만나고 대화하기를 좋아하는 사람이면 좋습니다. 상황판단력과 순발력이 필요하며, 상담, 심리 등에 관한 지식과 기본적인 의료 상식이 있어야 합니다. 건강을 저해하는 요인들을 연구하고 적용하는 분야이므로 안전이나 위생을 잘 이해하는 학생에게 적합합니다.","사회가 발전함에 따라 국민의 건강에 대한 인식이 높아져 보건ㆍ복지 서비스의 요구가 늘어나고, 보건 의료 기관에서도 고도의 전문성을 갖춘 보건ㆍ의료 행정 책임자를 요구하고 있습니다. 건강증진과 삶의 질 향상에 대한 요구 증가와 함께 보건전문인에 대한 수요 역시 날로 증가하고 있습니다.","영어, 수학, 과학, 정보","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 정보","화학Ⅱ, 생명과학Ⅱ. 지식 재산 일반"
