profession,summary,similarJob,salery,jobdicSeq,equalemployment,totalCount,aptd_type_code,prospect,job_ctg_code,job_code,job,possibility
공학 기술직,"- 산업안전관리원은 각 산업현장에 근로자의 생명과 안전보호를 위해 안전계획을 세우고, 종사자들에게 안전교육을 실시하여 각종 산업재해를 예방하도록 한다. 
- 산업 현장조사를 통해 산업현장의 안전 및 보건 상태를 조사점검하고, 발견한 작업현장의 사고나 질병 등의 원인을 분석하여 산업재해 방지를 위한 대책을 수립한다. 
- 근로자의 생명과 안전보호를 위한 안전계획을 세우고, 근로자들에게 안전교육 및 훈련을 실시한다. 
- 산업재해의 사례를 분석하고 원인 및 개선방안에 대한 전문적 조언을 하며 보고서를 작성한다. 
- 장비, 재료 및 생산과정이 종업원들이나 일반 대중의 안전이나 건강에 해로운지 확인하기 위해 작업장을 검사하고 작업현장 사고나 질병을 조사하기도 한다.",산업안전기술자,4천만원 ↑,84,보통미만,454,"104728,104728",,104104,100003,산업안전관리원,보통미만
기능직,"- 상ㆍ하수도 처리장치 조작원은 생활하수, 각종 폐수와 오수가 생활용수나 산업용수로 사용될 수 있도록 물 정화장치 등의 장비 및 기계를 조작하는 일을 한다. 

- 물 정화장치, 공기 및 가스압축기, 펌프장치 등의 가동상태나 처리능력 등을 점검하고 투입하는 하수 및 각종 미생물의 수량을 조절한다. 

- 하수의 유입구 및 부유물 제거장치의 가동상태를 확인하고 하수의 유입량을 점검한다.

- 수시로 하수 처리과정의 견본을 채취하여 처리물의 산도나 생화학적 산소요구량 등을 검사하고, 검사 결과에 따라 각종 기계의 가동 상태를 재조정한다. 

- 물 정화장치, 공기 및 가스압축기, 펌프장치 등을 정기적으로 점검하여 누수나 파손 등의 결함이 없는지 확인하고 수리한다.","상하수처리설비 운전원,상수처리설비운전원,하수처리설비운전원,폐수처리설비운전원",4천만원 ↑,85,보통미만,454,104722,,104108,100004,상ㆍ하수도 처리장치 조작원,매우좋음
사회서비스직,"- 상담전문가는 성격, 적성, 지능, 진로 및 신체적ㆍ정서적 증상 등에 대해서 어려움을 겪고 있거나 변화를 모색하는 개인에게 심리검사, 상담 프로그램 등을 활용하여 문제 해결을 돕고 지원한다.
- 성격, 적성, 진로 등에 대해 상담을 요청하는 개인(내담자)과 대화를 통해 문제를 파악하고 진단한다.
- 표준화된 다양한 심리검사를 실시하고, 상담을 통해 내담자의 내면을 심층적으로 탐색하여 그 결과를 분석한다.
- 분석한 결과를 토대로 개인상담, 집단상담, 기록상담, 위기상담, 인터넷 상담, 자기성장프로그램, 대인관계향상 프로그램 등 다양한 방식으로 앞으로의 바람직한 방향을 제시한다.
 - 청소년들의 적성이나 흥미를 고려하여 진로상담을 하게 되며, 종교단체의 상담기관인 경우는 목회상담을 통하여 종교적인 갈등을 도와준다.","상담가,청소년상담가,상담심리전문가,상담지도사,상담심리사,상담교사,심리치료사,산업 및 조직심리사",2천만원 ↑,380,매우좋음,454,104736,,103831,100013,상담전문가,보통이상
공학 전문직,"- 상수도기술자는 안전한 상수원(수돗물)을 생산해서 사람들에게 공급하기 위해 상수도의 수질상태를 지속적으로 검사하고, 정수처리 대응방안 및 배급수의 효과적인 유지ㆍ관리방법 등에 대해 연구하고 개발한다. 
- 상수원을 지속적으로 관리하고 검사하여, 향후 수질변화를 예측하고 정수처리에 대한 대응방안을 연구하고 제시한다. 
- 수리학적 현상 및 수질변화의 예측, 물수요의 예측 등의 방법을 적용하여 배급수의 효과적인 유지 및 관리방법에 대해 연구하고 개발한다.",상수도설계기술자,4천만원 ↑,1007,보통미만,454,"104729,104729",,103973,100001,상수도기술자,보통미만
영업관련 서비스직,"- 상점판매원은 할인점, 백화점과 같은 일정한 장소나 가정방문, 노점과 같이 정해지지 않은 장소에서 식료품, 의류 등 각종 상품을 판매한다.
- 고객을 응대하고 고객이 사거나 임대하려는 상품의 종류, 품질, 수량에 대해 의논한다.
- 제품의 사용법 및 보관 요령을 설명하고, 가격, 판매조건 등을 협의한다.
- 상품에 가격표를 부착하고 상품을 진열하며, 수시로 재고량을 확인하여 부족상품을 보충한다.",판매사무원,2천만원 ↑,243,보통이상,454,104751,,103896,100008,상점판매원,보통미만
,"- 상품대여원은 고객에게 책, 의상, 장난감, 행사용품, 사무용가구, 영상장비, 컴퓨터와 같은 정보기기 등의 다양한 상품을 대여하는 일을 담당한다. 
- 고객을 응대하고 고객이 대여하고자 하는 상품이 무엇인지를 파악하여, 고객의 상품대여를 돕는다. 
- 상품의 대여가격, 반납일자, 대여조건 및 상품의 사용법, 보관요령 등에 대해 설명한다. 
- 정기적으로 대여된 상품들의 반납 상황을 확인하고, 미납자나 장기연체자에게는 반납을 요청한다.","비디오테입대여원,자동차대여원,책대여원,의상대여원,장난감대여원",2천만원 ↑,1114,보통이상,454,,,103898,100008,상품대여원,보통미만
영업관련 서비스직,"- 상품중개인은 골동품, 예술품 등의 제품을 경매에 공급하는 자와 출하된 상품에 최고 가격을 제시하는 상품 구매자를 연결한다. 
- 출하된 상품의 유통에 따라 경매를 주관하는 경매인과 공판장에 출하하는 상품을 최고의 가격으로 소매단계로 공급해 주는 중도매인으로 구분된다. 
- 경매인은 출하된 농수산물을 확인하고 물품에 대한 경매 우선순위를 결정하며 가격 평가, 최저 가격 설정, 낙찰자의 결정 등 경매 업무를 주관한다.
- 중도매인은 도매 시장에서 상장된 농수산물을 경매 또는 입찰의 형태로 도매 법인으로부터 구입한 후 자가 상점이나 소매상들에게 판매한다.","경매사,구매인,바이어,선박중개인,용선중개인",4천만원 ↑,201,보통미만,454,104751,,103891,100008,상품중개인,매우좋음
이학 전문직,"- 생물공학연구원은 물이나 김치, 쓰레기와 같은 미생물·동식물, 효소를 이용하여 물질을 생산·분해·변환하고 이를 통해 얻어진 지식과 기술을 인간 생활에 응용하는 연구를 담당한다.  
- 의학, 약학, 화공, 환경공학 등의 전문가들과 협동하여 유전자 재조합, 생물공정 등 이미 개발된 기술을 습득하고 새로운 생물공학기술을 개발하는 연구를 수행한다. 
- DNA 조작을 통해 신물질 탐색 실험을 하거나, 실험동물의 체세포나 혈액을 분리 및 조작 실험을 통해 새로운 생물의약품, 생물화학제품, 바이오식품 등의 신제품을 개발한다.  
- 전자현미경과 같은 최첨단의 실험도구나 컴퓨터 등을 이용하여 연구를 수행하며 실험동물 등을 다루기도 한다.","생명공학기술자,유전공학자,생물공학기술자",4천만원 ↑,86,매우좋음,454,104760,,103787,100001,생물공학연구원,매우좋음
이학 전문직,"- 생물학연구원은 모든 형태의 생명체의 기원·발달·해부·기능관계 및 기타 원리를 연구하고, 연구 결과를 의학·농업 등의 분야에 직접 적용하거나 응용 방법을 개발한다.  
- 생명체의 기원, 발전, 구조, 분포, 환경, 상호관계 및 기타 생활방식에 대한 현지조사 및 실험실연구를 한다. 
- 자연환경에서의 생물의 생태특징과 행동을 관찰하여 생명체의 기원·발전·구조·분포·환경·상호관계 및 기타 생활방식에 대한 현지조사 및 실험실 연구 활동을 수행한다. 
- 해부기, 현미경, 화학적 염색 및 기타 과학장비를 사용하여 실험실에서 생물표본을 연구·실험한다. 
- 통계학적 기술을 이용해서 획득된 자료를 조정·분석·평가하고 의학, 농업, 약품제조 등의 분야에 사용하기 위한 발견 및 관련 사항에 대한 보고서를 작성하고 심화된 연구를 수행한다.","생태학자,유전학자,생물학자",4천만원 ↑,13,매우좋음,454,104760,,103787,100001,생물학연구원,매우좋음
영업관련 서비스직,"- 생활설계사는 보험가입대상자를 선정, 방문하여 각종 보험 상품의 종류와 특성을 설명하고 고객의 생활수준, 가족상황, 건강상태, 미래계획 등을 파악하여 적합한 보험 상품을 권유한다. 

- 보험가입절차, 납입방법, 보험료 지급 방식 등을 설명하고 계약서를 작성한다.

- 성사된 보험계약은 영업점에 관련 서류를 제출하고 보험 청약자에 대한 보험증서 발송상황 확인 등의 사후 관리를 한다. 

- 고객의 절세방법, 재산증식을 위한 효율적 투자 방법 및 보험 상품에 대한 상담 외 대출상담 업무를 수행하기도 한다.",,4천만원 ↑,222,매우좋음,454,104751,,103774,100008,생활설계사,매우좋음
,"- 샷시원은 철재ㆍ알루미늄ㆍ스텐레스ㆍ철사 등을 가공하여 창문틀이나 샷시, 철망문 등을 제작하고 시공하는 일을 담당한다. 
- 줄자를 이용하여 샷시 시공 위치의 규격을 측정하고, 규격에 맞추어 철재ㆍ알루미늄ㆍ스텐레스ㆍ철사 등을 자른다.  
- 샷시를 조립하기 위하여 부속품에 구멍을 뚫고 동력렌치를 사용하여 볼트를 조인다. 
- 조립된 샷시를 설치위치에 놓고 볼팅·용접 등으로 고정·접합시키고, 샷시, 틀 및 문에 각종 장식물을 볼팅 및 용접하여 고정시킨다. 
- 용접된 부위의 거친 면을 끌, 줄, 망치 등을 사용하여 다듬는다. 
- 설치된 샷시에 색상을 내거나 녹을 방지하기 위하여 페인트를 칠하기도 한다.",,3천만원 ↑,1138,보통미만,454,,,104007,100004,샷시원,보통미만
미술 및 공예 관련직,"- 서예가는 진서, 초서, 예서 등의 필법으로 먹과 붓을 이용하여 화선지에 시나 시조 등을 쓰거나 사군자를 그리는 일을 한다.   

- 완성된 작품에 대하여 표구를 의뢰하기도 하고 전시회를 개최하기도 한다.",,2천만원 ↑,1109,매우좋음,454,"104734,104734",,103844,100011,서예가,보통이상
,"- 석공은 1차적으로 가공된 석재를 건축 내ㆍ외장재, 석축용 석재 또는 생활도구나 기념품 등의 목적에 따라 재단ㆍ절단ㆍ가공하는 일을 담당한다. 
- 1차 가공된 석재를 지정된 위치나 번호, 크기, 색상, 형태에 따라 선별하고 수동공구와 동력공구를 이용하여 석재를 사용 목적에 따라 재단ㆍ절단ㆍ가공한다.   
- 흙손을 사용하여 돌의 연결부분에 몰타르이나 치장용재를 채운다. 
- 수평기/측연추 등을 사용하여 석재의 정위치 상태와 무늬/형태를 점검한다.  
- 석재가 변색하거나 분열되는 등의 하자가 발생하면, 보수작업을 수행한다.",,3천만원 ↑,87,보통미만,454,,,103961,100004,석공,보통이상
공학 전문직,"- 석유및  천연가스제조 관련 제어장치 조작원은 석유와 천연가스의 가공처리 과정에서 온도와 압력, 탱크수위 등을 조절하기 위해 중앙제어장치를 조작하는 일을 한다. 
- 각 제조 공정을 자동으로 제어하고, 감시하는 분산제어시스템(DCS: Distribution Command System)의 조정실 모니터를 관찰하여 장치의 운전조건을 분석하고 필요한 계기조작을 한다.
- 이전 작업자로부터 정확한 작업인수인계를 받고 운전일지, 작업지시서 등을 검토한 후에 각 계기의 현황과 공정에 대한 원료의 투입량과 제품의 생산량을 파악한다.
- 제조장치의 운전 상태의 이상 여부와 변동사항이 없는지 일정한 시간마다 점검하고 확인한 내용을 기록한다. 이상있는 계기가 확인되는 경우 해당 장비의 결함을 조치한다.
- 제조장치가 생산에 적합하게 운용되도록, 온도, 압력, 유출속도, 반응시간 등을 조절한다.
- 제조공정 과정에서 생산제품 샘플의 실험결과를 기록하고 불량 발생 시 필요한 조치를 취한다.
- 각 생산 공정에 참여한 인력과 긴밀한 협조 및 연락을 통해 원활한 생산이 이루어지도록조정한다.","석유정제원,석유및천연가스제조 관련 제어장치 조작원,계기판 조작원,보드 운전원,정유장치보드 운전원,정유장치제어판 운전원,제어판 조작원,조정실장치 원전원,조정판 조작원",4천만원 ↑,88,보통미만,454,"104729,104729",,104033,100003,석유화학기술자,좋음
금융 및 경영 관련직,"- 선물중개인은 원유, 농산물, 금, 은, 비철, 금속, 통화, 금리, 주가 지수 등 선물로 거래되는 다양한 상품들을 일정 기간이 지난 다음에 인수할 것을 전제로 현재의 가격으로 미리 사거나 파는 일을 중개한다.   
- 선물시장에 거래되는 통화, 선물 및 옵션, 금리선물, 주가지수 선물 등의 상품을 매입하거나 매도하고자 하는 투자자를 대상으로 위탁을 권유한다. 
- 적정한 거래시점을 파악하기 위해 국제선물시장의 동향을 분석하여 고객에게 투자 상담 또는 시장정보를 제공한다. 
- 기업체의 선물주문을 해외시장에 중개하고 기업체의 희망거래조건과 맞는 거래자를 찾아 연결시켜 거래계약을 체결한다.   
- 원자재 또는 상품을 안정적이고 경제적으로 확보할 수 있는 적절한 가격과 시기를 연구한다.",선물거래중개인,4천만원 ↑,223,좋음,454,104741,,103765,100007,선물중개인,매우좋음
